id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,
889,"D. Kibler and D. W. Aha,",1988,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,,,"Proceedings of 3rd European Working Session on Learning,","Pitman,",,,,,,,,,,
890,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
891,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
892,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
893,"D.W. Aha, D. Kibler, and M.K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
894,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
895,"David W. Aha, Dennis Kibler, and Mark K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
896,"David W. Aha, Dennis Kibler, and Mark K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
897,"Aha, D. W., D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",7,37-66.,,,
898,"Aha, D. W., D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6:,37-66.,,,
899,"Aha, D. W., D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6:,37-66.,,,
900,"Aha, D. W., Kibler, D. & Albert, M. K.",(1991).,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
901,"Aha, D. W., Kibler, D. & Albert, M. K.",(1991).,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
902,"Aha, D. W., Kibler, D., and Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
903,"Aha, D. W., Kibler, D., and Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
904,"Aha, D. W., Kibler, D., and Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
905,"Aha, D. W., Kibler, D., and Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
906,"Aha, D. W., Kibler, D., and Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
907,"Aha, D. W., Kibler, D., and Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
908,"Aha, D. W., Kibler, D., and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
909,"Aha, D. W., Kibler, D., and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
910,"Aha, D. W., Kibler, D., and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
911,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based Learning Algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
912,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
913,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
914,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
915,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
916,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6(1),37-66.,,,
917,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6(1),37-66.,,,
918,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6(1),37-66.,,,
919,"Aha, D. W.; Kibler, D.; and, Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Mac hine Learning,6:,37-66.,,,
920,"Aha, D., D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
921,"Aha, D., Kibler, D. and Albert, M.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
922,"Aha, D., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6 (1),",37-66.,,,
923,"Aha, D., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
924,"Aha, D., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
925,"Aha, D., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
926,"Aha, D., Kibler, D., and Albert, M.",(1991),Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
927,"Aha, D., Kibler, D., and Albert, M.",(1991),Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
928,"Aha, D., Kibler, D., and Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
929,"Aha, D., Kibler, D., and Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),37-66.,,,
930,"Aha, D., Kibler, D., and Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",7,37-66.,,,
931,"Aha, D.; Kibler, D.; and Albert, M.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
932,"Aha, D.; Kibler, D.; and Albert, M.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
933,"Aha, D.W., Kibler, D., & Albert, M.K.",(1991),"Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,",6,37-66.,,,
934,"Aha, D.W., Kibler, D., & Albert, M.K.",(1991),"Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,",6,37-66.,,,
935,"Aha, D.W.; Kibler, D.; and Albert, M.K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
936,"D. W. Aha, D. Kibler & M. K. Albert.",,(1991) Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6(1),37-66.,,,
937,"D. W. Aha, D. Kibler & M. K. Albert.",(1991),Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6(1),37-66.,,,
938,"David W. Aha, Dennis Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
939,"Aha, D., Kibler, D., and Albert, M.",(1991),Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6:,37-66.,,,
940,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based Learning Algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
941,"Aha, D. W.; Kibler, D.; and Albert, M. K.",1991.,Instance-based learning algorithms.,,,,,,,,,,,Machine Learning,6,37-66.,,,
942,"D Aha, D Kibler, and M Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
943,"D W Aha, D Kibler, and M K Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
944,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
945,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
946,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
947,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
948,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
949,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
950,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
951,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
952,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
953,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
954,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
955,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
956,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instancebased learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
957,"D.W. Aha, D. Kibler, and M.K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,January,,"Machine Learning,",6,"37-66,",,,
958,"D.W. Aha, D. Kibler, and M.K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,January,,"Machine Learning,",6,"37-66,",,,
959,"D.W. Aha, D. Kibler, and M.K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
960,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,January,,"Machine Learning,",6(1),"37-66,",,,
961,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,January,,"Machine Learning,",6(1),"37-66,",,,
962,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,January,,"Machine Learning,",6(1),"37-66,",,,
963,"D. W. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6:,"37 -66,",,,
964,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
965,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
966,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
967,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
968,"D.W. Aha, D. Kibler and M.K. Albert",(1991),. Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6,37-66.,,,
969,D. Aha and D. Kibler.,1991.,Noise-tolerant instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",8:,"794-799,",,,
970,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
971,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
972,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
973,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
974,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
975,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
976,"D W Aha, D Kibler, and M K Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
977,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6:,"37-66,",,,
978,"D. W. Aha, D. Kibler, and J. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
979,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
980,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
981,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
982,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
983,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
984,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
985,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
986,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
987,"Aha, D., Kibler, D., and Albert, M.,",1991.,""Instance-Based Learning Algorithms,"",,,,,,,,,,,"Machine Learning,","6,","37-66,",,,
988,"Aha, D., Kibler, D., and Albert, M.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
989,"Aha, D., Kibler, D., and Albert, M.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
990,"Aha, D., Kibler, D., and Albert, M.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,",6(1),"37-66,",,,
991,"D. Aha, D. Kibler and M. Albert.",1991.,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,","6,","37-66,",,,
992,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
993,"D. W. Aha, D. Kibler, and M. K. Al-bert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
994,"D. W. Aha, D. Kibler, and M. K. Al-bert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
995,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
996,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
997,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
998,"David W. Aha, Dennis Kibler, and Marc K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6(1),",,,,
999,"David W. Aha, Dennis Kibler, and Mark K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
1000,"David W. Aha, Dennis Kibler, and Mark K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
1001,"D. W. Aha, D. Kibler, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
1002,"D.W. Aha, D. Kibler, and M.K. Albert,",1991.,"Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","6,","37-66,",,,
1003,"D.W. Aha, D. Kibler, and M.K. Albert,",,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
1004,"Aha, D., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
1005,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6: 3766,",,,,
1006,"Kibler, D. and Conery, J.",,Parallelism in AI Programs.,,"Irvine Computational Intelligence Project, Information and Computer Science Department, University of California, Irvine.",,,,,,,,,,,,"Technical report,",,
1007,John S. Conery and Dennis F. Kibler.,1983.,AND parallelism in logic programs.,,,,,"In Proceedings of International Joint Conference on Artificial Intelligence,","William Kaufmann, Los Altos.",,"Karlsruhe, Germany,",,,,,"pages 539-543,",,,
1008,J.S. Conery and D.F. Kibler.,1985.,And parallelism and nondeterminism in logic programs.,,,,,,,,,,,"New Generation Computing,",3,"43-70,",,,
1009,J. S. Conery and D. F. Kibler.,1985.,Parallelism in ai programs.,,,,,"In Proceedings of International Joint Conference on Artificial Intelligence,",,,,,,,,"pages 53-56,",,,
1010,J.S. Conery and D.F. Kibler.,1985.,And parallelism and nondeterminism in logic programs.,,,,,,,,,,,"New Generation Computing,",3,"43-70,",,,
1011,"Aha DW, Kibler D, Albert MK.",1991;,"Instance-based Learning Methods,",,,,,,,,,,,Machine Learning,6:,37-66.,,,
1012,D. Kibler and P. Morris.,1981.,Don't be stupid.,,,,,"In Proceedings of the Seventh International Joint Conference on Artificial Intelligence,",,,,,,,,"pages 345-347,",,,
1013,Dennis Kibler.,1985.,Natural generation of heuristics by transforming the problem representation.,,"Department of Computer Science, University of California at Irvine,",,,,,,,,,,,,"Technical Report TR-85-20,",,
1014,"Kibler, D.",1985.,Natural Generation of Heuristics by Transforming the the Problem Representation.,,"University of California, Irvine, CA,",,,,,,,,,,,,"Technical Report TR-85-20,",,
1015,B. Porter and D. Kibler.,1986.,Experimental goal regression: A method for learning problem-solving heuristics.,,,,,,,,,,,"Machine Learning,",1,"249-286,",,,
